363792049,2,5,1,5747,10,20,0,603,3,5,1,9,6,5,0,117,10,20,1,147,2,5,0,118,10,20,0,138,5,5,0,124,10,20,1,154,9,5,1,154,4,5,1,138,10,20,0,147,6,5,1,142,2,5,0,153,10,20,1,152,2,5,1,158,9,5,0,141,10,20,0,164,5,5,1,152,3,5,1,159,10,20,1,148,4,5,0,149,9,5,1,157,10,20,1,143,6,5,0,156,10,20,0,148,5,5,1,150,10,20,0,151,3,5,1,165,4,5,0,164,10,20,0,140,2,5,0,156,10,20,1,160,3,5,1,156,10,20,1,156,9,5,1,159,6,5,0,158,10,20,1,157,5,5,0,157,10,20,0,158,6,5,0,157,10,20,1,155,3,5,0,177,4,5,0,179,10,20,1,121,5,5,1,170,10,20,1,140,4,5,1,154,10,20,0,164,9,5,1,157,1,5,undefined,2232,1,5,undefined,1681,1,5,undefined,14,1,5,undefined,189,1,5,undefined,184,6,0,undefined,172,6,0,undefined,162,6,0,undefined,175,6,0,undefined,142,9,20,undefined,168,9,20,undefined,160,9,20,undefined,168,9,20,undefined,159,1,5,undefined,158,6,0,undefined,166,9,20,undefined,159,m,12,white,3,2,3,2
688559071,9,5,1,10133,4,20,1,1948,2,5,1,1476,4,20,1,1359,5,5,1,1240,7,5,1,1424,4,20,1,2642,8,5,1,1160,4,20,1,1363,5,5,1,1178,4,20,1,1349,1,5,1,2131,9,5,1,915,4,20,1,1369,2,5,1,1290,4,20,1,1149,9,5,1,1686,4,20,1,1989,5,5,1,1186,7,5,1,2639,4,20,1,1561,2,5,1,1858,4,20,1,1455,7,5,1,17200,4,20,1,1492,1,5,1,1153,8,5,1,1565,4,20,1,1379,5,5,1,882,9,5,1,811,4,20,1,1262,8,5,1,1467,4,20,1,1656,2,5,1,1366,4,20,1,2460,1,5,1,1996,7,5,1,1349,4,20,1,1156,9,5,1,1334,8,5,1,1328,4,20,1,1638,8,5,1,1190,1,5,1,3149,4,20,1,1561,2,5,1,1418,5,5,1,2150,4,20,1,2331,7,5,1,2177,1,5,1,1329,4,20,1,1244,2,0,-1,2620,2,0,1,2098,2,0,-1,2173,2,0,1,2107,2,0,-1,4007,3,20,1,2034,3,20,0,3078,3,20,-1,3322,3,20,1,2789,7,5,0,2283,7,5,-1,2190,7,5,1,3481,7,5,-1,2200,2,0,1,2228,3,20,0,1987,7,5,1,2077,m,27,white,7,2,5,3
126408837,8,5,1,2639,10,20,1,5366,5,5,1,1835,6,5,1,1047,10,20,1,2004,4,5,1,1034,8,5,1,876,10,20,1,2108,9,5,1,1607,10,20,1,932,5,5,1,1285,10,20,1,1062,6,5,1,1008,4,5,1,1092,10,20,1,1055,1,5,1,802,10,20,1,1228,6,5,1,1371,10,20,1,967,8,5,1,2065,9,5,1,1999,10,20,1,1485,5,5,1,1117,10,20,1,766,9,5,1,682,10,20,1,1146,6,5,1,1091,4,5,1,1902,10,20,1,1230,5,5,0,1281,10,20,0,383,4,5,0,157,10,20,0,179,8,5,0,165,1,5,1,167,10,20,0,173,6,5,0,176,9,5,1,151,10,20,1,192,1,5,1,172,10,20,1,165,5,5,1,179,10,20,0,173,8,5,0,182,4,5,0,188,10,20,1,175,9,5,1,190,1,5,1,166,10,20,0,184,1,5,0,187,9,20,5,5001,9,20,4,8050,9,20,-5,5717,9,20,-5,3284,9,20,undefined,2132,0,5,1,8007,0,5,1,1537,0,5,1,1428,0,5,1,1545,2,0,-5,3402,2,0,-5,1836,2,0,5,3462,2,0,5,2484,9,20,5,3150,0,5,1,2001,2,0,-5,1849,m,asd,asd,2,asd,3,4
993803420,2,5,1,1271,6,20,1,262,7,5,0,218,6,20,1,151,8,5,1,161,4,5,0,787,6,20,1,403,9,5,1,515,2,5,0,451,6,20,0,399,2,5,1,504,8,5,0,514,6,20,1,813,7,5,1,855,10,5,0,731,6,20,0,2257,4,5,0,410,8,5,0,418,6,20,1,363,9,5,1,353,6,20,1,296,7,5,1,321,6,20,1,483,10,5,1,248,4,5,1,203,6,20,1,199,2,5,1,196,6,20,1,172,10,5,0,198,6,20,1,202,8,5,0,197,9,5,1,183,6,20,0,184,7,5,0,176,6,20,1,189,9,5,1,191,6,20,0,166,10,5,0,1014,4,5,0,2383,6,20,1,700,7,5,1,786,6,20,1,454,4,5,0,943,6,20,1,636,8,5,1,1410,2,5,0,522,6,20,1,480,10,5,0,624,9,5,0,211,6,20,1,333,1,5,0,8737,1,5,0,1866,1,5,0,2050,1,5,0,2033,1,5,2,4664,5,20,5,10039,5,20,5,3143,5,20,-5,2124,5,20,-5,1658,2,0,-5,5233,2,0,-5,2757,2,0,5,2810,2,0,5,2302,1,5,1,2063,5,20,5,2372,2,0,-5,2761,f,asd,asd,2,asd,1,3
947612067,10,20,1,2339,2,5,1,1583,4,5,1,1396,10,20,1,916,3,5,1,1115,10,20,1,817,2,5,1,1580,10,20,1,953,7,5,1,938,8,5,1,960,10,20,1,1190,5,5,1,946,10,20,1,804,8,5,1,924,10,20,1,904,2,5,1,725,4,5,1,2953,10,20,1,890,5,5,1,1364,10,20,1,869,4,5,1,673,10,20,1,970,7,5,1,990,3,5,1,1062,10,20,1,1049,2,5,1,894,8,5,1,887,10,20,1,1145,3,5,1,841,10,20,1,753,5,5,1,1115,10,20,1,706,7,5,1,1030,4,5,1,679,10,20,1,665,8,5,1,1385,3,5,1,873,10,20,1,735,3,5,1,733,7,5,1,741,10,20,1,807,5,5,1,766,2,5,1,675,10,20,1,702,4,5,1,529,7,5,1,726,10,20,1,744,8,5,1,543,10,20,1,596,5,5,1,906,9,20,1,4947,9,20,0,5596,9,20,2,6663,9,20,4,2755,9,20,undefined,2774,5,0,2,6894,5,0,-1,4625,5,0,1,2775,5,0,4,2055,2,5,0,3849,2,5,0,2916,2,5,-1,2371,2,5,3,2120,9,20,-5,3452,5,0,-3,2770,2,5,-2,1977,m,23,Hispanic,7,3,4,4
312978767,3,5,1,1301,10,5,1,2216,4,20,1,2066,5,5,1,836,4,20,1,715,7,5,1,633,4,20,1,760,1,5,1,1407,3,5,1,830,4,20,1,780,9,5,1,814,4,20,1,709,1,5,1,833,4,20,1,735,10,5,1,688,5,5,1,878,4,20,1,785,7,5,1,941,4,20,1,1140,5,5,1,1063,4,20,1,1203,1,5,1,818,3,5,1,685,4,20,1,2504,7,5,1,967,4,20,1,792,3,5,1,802,4,20,1,699,10,5,1,900,9,5,1,1117,4,20,1,667,1,5,1,833,5,5,1,1104,4,20,1,962,9,5,1,1048,4,20,1,703,7,5,1,683,4,20,1,1071,10,5,1,745,3,5,1,1200,4,20,1,986,5,5,1,4071,9,5,1,1445,4,20,1,931,9,5,1,983,10,5,1,873,4,20,1,787,7,5,1,1112,1,5,1,7067,4,20,1,582,8,5,-2,4989,8,5,-1,4032,8,5,2,4869,8,5,3,2667,8,5,undefined,1767,3,20,3,4082,3,20,3,2150,3,20,-1,3317,3,20,0,3333,1,0,2,3534,1,0,3,1916,1,0,-2,2811,1,0,-1,982,8,5,1,4390,3,20,2,2741,1,0,1,2043,f,21,White,10,5,2,2
501528059,3,20,1,4417,6,5,1,1896,3,20,1,5656,5,5,1,1136,3,20,1,1128,10,5,1,1144,7,5,1,1359,3,20,1,897,2,5,1,976,6,5,1,1120,3,20,1,1184,6,5,1,808,10,5,1,1112,3,20,1,664,5,5,1,879,4,5,1,1104,3,20,1,1215,7,5,1,847,10,5,1,735,3,20,1,808,2,5,1,903,3,20,1,839,5,5,1,976,3,20,1,839,4,5,1,1467,7,5,1,639,3,20,1,831,6,5,1,760,3,20,1,704,4,5,1,816,3,20,1,703,10,5,1,592,2,5,1,648,3,20,1,1520,5,5,1,728,3,20,1,800,2,5,1,808,3,20,1,759,4,5,1,1494,7,5,1,2136,3,20,1,1480,5,5,1,936,3,20,1,4855,7,5,1,896,3,20,1,1032,10,5,1,912,6,5,1,1064,3,20,1,815,4,5,1,2287,2,5,1,687,2,20,1,8603,2,20,-1,6758,2,20,1,9377,2,20,2,3748,2,20,undefined,5483,5,5,1,8966,5,5,-1,2551,5,5,1,2735,5,5,2,1376,7,0,2,5884,7,0,1,2832,7,0,1,6040,7,0,2,1760,2,20,5,5327,5,5,5,3631,7,0,5,4200,f,60,White,10,2,6,1
858711106,5,20,1,12058,2,5,1,2061,5,20,1,1855,9,5,1,1793,10,5,1,1214,5,20,1,1020,7,5,1,1151,6,5,1,1406,5,20,1,1351,10,5,1,1152,5,20,1,1014,4,5,1,1185,5,20,1,1024,9,5,1,1047,2,5,1,1519,5,20,1,1078,6,5,1,1615,10,5,1,958,5,20,1,751,10,5,1,982,9,5,1,1134,5,20,1,918,4,5,1,1630,7,5,1,910,5,20,1,1095,2,5,1,1006,9,5,1,903,5,20,1,1175,6,5,1,2439,5,20,1,1119,4,5,1,1088,5,20,1,927,7,5,1,760,2,5,1,896,5,20,1,1062,10,5,1,791,5,20,1,966,7,5,1,751,5,20,1,752,9,5,1,847,6,5,1,1214,5,20,1,1110,4,5,1,1183,5,20,1,871,6,5,1,1079,5,20,1,855,7,5,1,799,2,5,1,919,5,20,1,1406,4,5,1,1031,4,20,1,14798,4,20,2,9206,4,20,3,9903,4,20,3,3911,4,20,undefined,4383,2,0,-2,8911,2,0,1,4255,2,0,1,5255,2,0,2,5775,9,5,-3,8207,9,5,-1,3343,9,5,2,8151,9,5,3,3119,4,20,-1,7095,2,0,-3,8191,9,5,-3,2527,m,28,White,7,3,2,5
598625629,9,5,0,13263,5,20,1,2735,4,5,1,1246,5,20,1,1343,6,5,1,19854,10,5,1,1791,5,20,1,1078,7,5,1,2326,5,20,1,1503,6,5,1,1071,5,20,1,5783,2,5,1,2350,9,5,1,1799,5,20,1,1071,4,5,1,13057,5,20,1,5638,9,5,1,1335,5,20,1,991,6,5,1,1175,10,5,1,1198,5,20,1,3471,4,5,1,1639,5,20,1,968,10,5,1,1207,5,20,1,1503,2,5,1,5999,7,5,1,887,5,20,1,1167,6,5,1,687,9,5,1,775,5,20,1,2104,7,5,1,2406,5,20,1,1519,4,5,1,5319,5,20,1,2294,2,5,1,23728,10,5,1,1190,5,20,1,1160,9,5,1,856,7,5,1,2686,5,20,1,1199,7,5,1,2487,2,5,1,1151,5,20,1,3335,4,5,1,1071,6,5,1,647,5,20,1,1447,10,5,1,2112,2,5,1,767,5,20,1,695,6,5,2,12257,6,5,undefined,6069,6,5,2,4407,6,5,0,8905,6,5,undefined,4855,0,0,-2,10120,0,0,-3,6271,0,0,-2,2751,0,0,-2,3744,4,20,-2,3857,4,20,-3,2559,4,20,-3,3215,4,20,-2,3990,6,5,0,4702,0,0,0,3248,4,20,0,6864,undefined,44,WHITE,4,2,2,4
308316919,5,5,1,3865,3,20,1,9412,7,5,1,4166,3,20,1,2293,1,5,1,4188,2,5,1,2781,3,20,1,2935,5,5,1,2271,3,20,1,2690,2,5,1,2569,3,20,1,1990,10,5,1,2047,6,5,1,2939,3,20,1,1910,1,5,1,2729,7,5,1,2038,3,20,1,2513,6,5,1,1959,3,20,1,2001,5,5,1,2308,3,20,1,2106,10,5,1,2017,2,5,1,3153,3,20,1,1954,7,5,1,1689,6,5,1,1912,3,20,1,1953,6,5,1,1872,10,5,1,1889,3,20,1,1865,5,5,1,3953,1,5,1,2049,3,20,1,1761,2,5,1,1787,10,5,1,2768,3,20,1,1864,7,5,1,2034,3,20,1,3057,5,5,1,1900,3,20,1,1921,1,5,1,2060,2,5,1,1762,3,20,1,1617,6,5,1,2403,3,20,1,1433,1,5,1,1953,3,20,1,2897,10,5,1,2006,7,5,1,1862,3,20,1,1905,2,20,-1,9845,2,20,-3,7739,2,20,0,5083,2,20,2,4287,2,20,undefined,4286,8,0,-3,6923,8,0,-3,3951,8,0,0,3181,8,0,2,1883,5,5,-3,6236,5,5,-4,6882,5,5,0,2299,5,5,2,2914,2,20,-1,8745,8,0,0,4021,5,5,-1,2748,f,44,caucasian,9,2,5,1
