490232098,0,7,F,1,1532,8,A,1,510,9,C,0,500,4,D,0,561,7,F,0,413,8,A,1,378,3,B,0,375,4,D,1,314,7,F,1,384,1,E,0,370,9,C,1,352,7,F,0,323,3,B,1,335,4,D,0,268,8,A,1,293,7,F,1,282,1,E,1,279,9,C,0,354,8,A,1,348,7,F,1,295,3,B,1,276,1,E,1,273,7,F,0,311,9,C,1,321,4,D,0,288,1,E,1,276,3,B,0,288,8,A,0,295,1,E,1,332,3,B,1,293,9,C,1,318,8,A,0,769,7,F,0,344,3,B,1,312,9,C,1,294,4,D,1,320,9,C,0,294,8,A,1,347,7,F,0,279,8,A,1,325,1,E,1,300,9,C,1,343,4,D,1,338,3,B,0,294,1,E,0,291,9,C,0,312,4,D,0,295,8,A,1,282,1,E,0,294,3,B,1,305,6,F,-1,3224,6,F,1,2059,6,F,-1,1428,6,F,1,1808,6,F,undefined,755,3,D,0,2997,3,D,1,2310,3,D,-1,3268,3,D,1,2165,8,C,0,1390,8,C,-1,1638,8,C,1,1957,8,C,0,1959,7,A,-1,1624,7,A,1,1703,7,A,-1,2108,7,A,0,1256,2,B,-1,2096,2,B,1,1499,2,B,0,1632,2,B,-1,2741,6,F,-1,1670,3,D,0,1429,8,C,1,1551,7,A,0,1237,2,B,-1,1346,m,21,w,1,1,3,1
612982674,2,7,B,1,25274,5,A,1,10774,9,E,1,13892,7,B,1,11715,4,C,1,15496,5,A,1,7149,2,F,1,43089,7,B,1,1782,4,C,1,2051,1,D,1,11991,4,C,0,3748,5,A,1,2297,2,F,1,1228,5,A,1,1058,9,E,0,737,4,C,0,899,1,D,0,1077,7,B,1,790,9,E,1,662,4,C,1,773,1,D,1,706,5,A,1,873,9,E,0,702,7,B,1,715,2,F,1,734,5,A,0,761,4,C,0,1104,1,D,0,1670,2,F,1,1889,5,A,1,3116,7,B,0,1522,1,D,0,834,2,F,0,1057,9,E,1,1568,4,C,1,998,2,F,1,797,7,B,1,766,1,D,0,814,5,A,1,745,2,F,0,717,9,E,0,1081,4,C,1,876,5,A,1,952,2,F,1,741,7,B,1,764,9,E,1,670,2,F,0,863,4,C,1,906,1,D,0,874,9,E,0,681,0,D,1,5624,0,D,1,1878,0,D,1,1841,0,D,1,2410,0,D,0,5073,6,B,2,68341,6,B,2,5774,6,B,2,2123,6,B,2,2074,3,C,-1,12363,3,C,-1,1568,3,C,-1,1875,3,C,-1,1403,4,A,1,18971,4,A,1,1701,4,A,1,1590,4,A,1,1931,1,F,5,37447,1,F,5,2010,1,F,5,1921,1,F,5,2388,0,D,0,6414,6,B,0,3252,3,C,0,1644,4,A,0,2832,1,F,0,48778,m,asd,asd,1,asd,1,1
680174963,2,6,F,1,57837,5,E,1,16707,2,C,1,11264,6,F,1,9096,7,B,1,14993,8,D,1,50911,1,A,0,36920,6,F,1,2542,5,E,1,3090,2,C,1,18327,1,A,1,1878,6,F,1,1034,7,B,1,1187,5,E,1,1869,6,F,0,917,2,C,0,1238,8,D,1,1232,5,E,1,919,7,B,1,1081,1,A,0,831,5,E,0,904,7,B,0,721,2,C,0,1073,1,A,1,785,6,F,0,847,7,B,1,792,2,C,1,923,8,D,1,946,2,C,0,970,1,A,0,896,6,F,1,631,1,A,0,713,5,E,0,712,2,C,0,835,8,D,0,656,7,B,0,660,5,E,1,692,2,C,1,1344,8,D,1,686,1,A,1,687,5,E,0,672,7,B,0,761,6,F,1,691,1,A,1,721,2,C,0,887,8,D,1,597,6,F,1,578,1,A,1,654,7,B,1,693,8,D,1,677,1,C,3,11219,1,C,3,2341,1,C,3,2956,1,C,3,1421,1,C,undefined,2126,5,F,1,10294,5,F,1,2651,5,F,1,2891,5,F,1,2174,7,D,4,50503,7,D,4,1863,7,D,4,2105,7,D,4,2305,0,A,0,16874,0,A,0,1784,0,A,0,1567,0,A,0,3442,6,B,2,17989,6,B,2,2181,6,B,2,2316,6,B,2,2154,1,C,-3,18471,5,F,undefined,1154,7,D,undefined,9112,0,A,undefined,713,6,B,undefined,633,m,asd,asd,1,asd,1,1
216478118,2,6,D,1,17323,4,A,0,3813,9,E,0,5112,5,C,1,10510,4,A,1,5583,3,B,0,10828,9,E,0,3014,5,C,1,2655,6,D,1,1684,9,E,1,4909,3,B,0,1673,4,A,0,3381,9,E,0,9874,3,B,0,592,5,C,1,405,4,A,1,264,3,B,0,183,5,C,0,169,6,D,1,150,5,C,0,153,4,A,0,162,6,D,1,160,9,E,1,161,3,B,0,148,6,D,0,235,5,C,0,164,9,E,0,238,4,A,1,152,3,B,1,192,6,D,1,205,4,A,0,187,9,E,1,175,5,C,1,160,6,D,0,197,3,B,0,243,9,E,0,384,5,C,0,168,6,D,1,347,4,A,0,361,9,E,1,392,3,B,1,322,4,A,1,190,5,C,1,256,6,D,1,264,4,A,1,227,3,B,1,168,6,D,0,276,9,E,1,307,5,C,0,316,3,B,1,364,0,F,undefined,9346,0,F,undefined,1009,0,F,undefined,1151,0,F,undefined,605,0,F,undefined,1536,3,A,undefined,5621,3,A,undefined,1182,3,A,undefined,415,3,A,undefined,414,2,B,undefined,8525,2,B,undefined,478,2,B,undefined,534,2,B,undefined,437,4,C,undefined,8168,4,C,undefined,884,4,C,undefined,1168,4,C,undefined,468,5,D,undefined,9305,5,D,undefined,742,5,D,undefined,414,5,D,undefined,440,0,F,undefined,3654,3,A,undefined,3294,2,B,undefined,3086,4,C,undefined,3478,5,D,undefined,57639,m,22,w,3,1,1,2
688812097,2,2,C,0,8384,8,D,1,15426,5,A,0,10202,1,B,1,10122,8,D,1,2422,6,E,0,9233,2,C,0,2912,1,B,0,2912,8,D,1,2105,5,A,0,1718,6,E,1,983,2,C,0,863,5,A,1,826,1,B,0,848,6,E,1,746,2,C,0,1055,8,D,1,1125,6,E,1,766,1,B,0,709,5,A,0,1304,6,E,0,644,1,B,1,896,2,C,1,866,5,A,0,777,1,B,1,799,2,C,1,1031,8,D,1,1228,2,C,0,831,5,A,1,686,8,D,0,972,6,E,1,676,1,B,1,693,8,D,1,963,2,C,1,1044,6,E,0,592,5,A,1,646,1,B,1,628,8,D,0,717,5,A,0,722,6,E,0,626,2,C,0,720,8,D,0,823,1,B,0,574,6,E,1,660,2,C,0,724,8,D,0,664,5,A,0,750,6,E,1,599,1,B,1,639,5,A,0,822,1,C,3,13957,1,C,3,2085,1,C,3,1247,1,C,3,2473,1,C,undefined,2071,7,D,4,8486,7,D,4,2341,7,D,4,1669,7,D,4,1617,4,A,1,12584,4,A,1,1528,4,A,1,1182,4,A,1,1279,6,F,-1,4376,6,F,-1,1446,6,F,-1,1403,6,F,-1,1044,0,B,2,8357,0,B,2,1728,0,B,2,974,0,B,2,926,1,C,-3,14475,7,D,-4,3639,4,A,-1,6127,6,F,1,3795,0,B,-2,6770,m, asd,asd,1,asd,1,1
669299110,0,6,B,0,2069,9,A,1,800,2,E,0,1282,6,B,1,933,7,C,0,1036,9,A,1,692,6,B,1,960,7,C,1,631,3,D,1,632,7,C,0,577,9,A,1,473,3,D,0,485,2,E,0,501,6,B,1,451,3,D,1,383,7,C,0,663,2,E,1,439,9,A,1,634,6,B,0,381,3,D,1,415,9,A,1,563,2,E,1,716,7,C,0,468,3,D,1,1216,6,B,1,526,2,E,1,446,7,C,0,448,3,D,0,431,9,A,0,434,2,E,0,435,6,B,0,400,9,A,0,630,7,C,1,800,3,D,1,834,9,A,1,884,6,B,1,712,3,D,0,780,2,E,0,641,7,C,1,949,6,B,0,821,3,D,0,2379,9,A,1,585,2,E,1,570,7,C,1,462,9,A,0,437,6,B,1,464,2,E,0,417,7,C,0,450,3,D,1,464,2,E,0,451,5,B,2,7118,5,B,2,1383,5,B,2,4449,5,B,2,4025,5,B,undefined,2338,8,A,1,3261,8,A,1,1290,8,A,1,1486,8,A,1,2149,4,F,-1,6066,4,F,-1,1347,4,F,-1,1247,4,F,-1,1312,6,C,3,4861,6,C,3,1653,6,C,3,2584,6,C,3,2316,2,D,4,5133,2,D,4,1389,2,D,4,1629,2,D,4,1666,5,B,-2,5152,8,A,-1,5062,4,F,-5,4167,6,C,-3,5602,2,D,-4,2418,m,asd,asd,3,asd,1,2
536457267,1,7,D,1,3782,8,A,1,2401,5,E,1,1966,3,B,0,1946,8,A,0,2487,6,C,1,2665,7,D,1,2399,8,A,0,1050,3,B,0,1106,7,D,0,986,5,E,0,1276,6,C,0,1015,3,B,0,703,7,D,0,483,8,A,0,335,5,E,0,216,6,C,0,247,8,A,1,185,3,B,1,183,5,E,0,149,6,C,0,150,7,D,1,154,5,E,0,105,3,B,0,121,8,A,0,119,5,E,1,135,3,B,0,150,6,C,1,119,8,A,1,148,3,B,1,166,6,C,0,152,7,D,1,169,6,C,0,146,8,A,0,151,7,D,1,262,5,E,1,367,3,B,0,254,7,D,1,168,6,C,1,167,5,E,1,534,8,A,0,148,3,B,1,400,7,D,1,168,8,A,1,848,5,E,1,520,6,C,0,564,7,D,1,741,3,B,0,14590,5,E,0,1915,6,C,0,1450,2,B,2,6599,2,B,2,1534,2,B,2,1596,2,B,2,1917,2,B,2,2785,7,A,1,2908,7,A,1,1592,7,A,1,1293,7,A,1,1875,6,D,4,3899,6,D,4,2150,6,D,4,1662,6,D,4,1655,1,F,-1,5200,1,F,-1,1149,1,F,-1,1369,1,F,-1,864,5,C,3,13999,5,C,3,2521,5,C,3,1928,5,C,3,1501,2,B,-2,6884,7,A,-1,3883,6,D,-3,2784,1,F,-5,2216,5,C,-3,7201,m,asd,asd,3,asd,1,2
174022021,0,7,E,1,2040,3,A,1,1394,2,B,1,1367,9,D,1,1523,3,A,1,1340,7,E,1,784,1,C,1,2768,9,D,1,1203,2,B,1,1259,7,E,1,1171,1,C,1,1147,9,D,1,986,3,A,1,906,7,E,1,1295,2,B,1,761,3,A,1,1756,1,C,1,657,9,D,1,1074,3,A,1,1299,2,B,1,2799,9,D,1,970,7,E,1,818,1,C,1,1347,2,B,1,1179,9,D,1,4941,3,A,1,1323,7,E,1,1164,1,C,1,802,3,A,1,970,2,B,1,1083,7,E,1,1234,1,C,1,954,9,D,1,2052,7,E,1,8189,2,B,1,2238,3,A,1,765,7,E,1,11603,2,B,1,2502,1,C,1,2506,3,A,1,1653,2,B,1,2286,1,C,1,1067,9,D,1,1106,1,C,1,745,3,A,1,922,9,D,1,810,7,E,1,1155,2,B,1,1515,9,D,1,1572,1,C,1,1002,1,B,0,8458,1,B,1,3605,1,B,-1,2859,1,B,2,2559,1,B,undefined,7451,2,A,5,19343,2,A,-5,6028,2,A,4,3959,2,A,-4,3991,5,F,3,4030,5,F,undefined,2231,5,F,undefined,6465,5,F,undefined,35858,8,D,undefined,3287,8,D,undefined,786,8,D,undefined,1155,8,D,undefined,842,0,C,undefined,3108,0,C,undefined,1691,0,C,undefined,569,0,C,undefined,698,1,B,undefined,3909,2,A,undefined,1196,5,F,undefined,922,8,D,undefined,794,0,C,undefined,1925,undefined,,,,,,undefined
170436953,0,2,D,1,1569,8,A,1,1287,3,B,1,870,2,D,1,3006,1,E,1,1336,4,C,1,1999,3,B,1,895,2,D,1,1823,8,A,1,855,1,E,1,1135,4,C,1,1022,8,A,1,791,3,B,1,974,1,E,1,855,4,C,1,1056,2,D,1,899,1,E,1,1620,3,B,1,744,8,A,1,1352,1,E,1,927,3,B,1,855,4,C,1,960,8,A,1,1168,3,B,1,968,4,C,1,719,2,D,1,932,4,C,1,1003,8,A,1,855,2,D,1,894,1,E,1,1000,3,B,1,863,2,D,1,1031,4,C,1,728,1,E,1,912,8,A,1,1016,3,B,1,800,2,D,1,1671,8,A,1,1119,1,E,1,959,4,C,1,1127,2,D,1,776,3,B,1,953,1,E,1,654,4,C,1,935,2,D,1,943,8,A,1,968,1,E,1,680,3,B,1,950,8,A,1,1102,4,C,1,912,2,B,0,4416,2,B,3,8190,2,B,0,6872,2,B,0,3248,2,B,undefined,1953,8,F,0,3598,8,F,3,3112,8,F,0,1682,8,F,0,1413,1,D,1,3744,1,D,3,2079,1,D,0,1048,1,D,0,1029,3,C,-1,4594,3,C,3,3328,3,C,1,1832,3,C,3,1695,7,A,0,3153,7,A,3,2511,7,A,0,1391,7,A,0,1081,2,B,-3,3167,8,F,-3,1767,1,D,-3,1511,3,C,-3,1296,7,A,-3,2752,m,33,Hispanic,3,1,4,4
266642917,0,4,D,1,4331,1,B,1,2646,9,E,1,1431,7,C,1,1575,4,D,1,1703,3,A,1,2334,9,E,1,1855,1,B,1,1016,3,A,1,1150,7,C,1,1383,4,D,1,4175,3,A,1,983,1,B,1,1071,4,D,1,1039,9,E,1,1039,7,C,1,1440,1,B,1,992,4,D,1,1327,3,A,1,927,9,E,1,871,7,C,1,1343,3,A,1,976,1,B,1,880,9,E,1,1013,7,C,1,1567,4,D,1,1607,9,E,1,1080,1,B,1,1527,3,A,1,904,9,E,1,944,1,B,1,1982,7,C,1,1526,3,A,1,1048,1,B,1,1183,7,C,1,4102,4,D,1,704,7,C,1,1008,3,A,1,1671,4,D,1,775,9,E,1,1016,1,B,1,1080,4,D,1,1615,7,C,1,951,9,E,1,799,3,A,1,983,1,B,1,1223,4,D,1,903,3,A,1,1159,9,E,1,944,7,C,1,1120,2,A,-2,10270,2,A,-4,5886,2,A,4,6110,2,A,5,4511,2,A,undefined,3423,5,F,2,6510,5,F,-2,4254,5,F,3,5519,5,F,4,11045,6,C,-3,3751,6,C,-5,2647,6,C,4,3743,6,C,5,1679,0,B,-4,2870,0,B,-5,2335,0,B,4,3279,0,B,5,1495,3,D,0,5534,3,D,-2,2655,3,D,2,2624,3,D,4,2247,2,A,2,2943,5,F,1,2767,6,C,4,2183,0,B,3,2880,3,D,1,1936,m,32,White,4,2,4,3
