173612370,2,8,F,0,2483,1,D,1,477,5,E,1,379,7,B,1,488,8,F,1,353,6,A,0,183,5,E,0,394,7,B,0,263,6,A,0,546,3,C,1,192,6,A,0,151,7,B,1,141,8,F,1,707,3,C,0,160,1,D,0,157,5,E,1,394,8,F,0,586,6,A,0,147,1,D,1,286,3,C,0,173,5,E,1,187,1,D,0,146,7,B,0,178,6,A,1,311,3,C,1,190,5,E,0,187,8,F,1,349,1,D,0,155,3,C,0,193,7,B,1,236,6,B,0,1952,6,B,1,3282,6,B,1,3130,6,B,undefined,1367,6,B,undefined,864,8,G,undefined,663,8,G,undefined,641,8,G,undefined,380,8,G,undefined,155,3,H,undefined,214,3,H,undefined,390,3,H,undefined,126,3,H,undefined,284,5,A,undefined,244,5,A,undefined,144,5,A,undefined,215,5,A,undefined,143,6,B,undefined,175,8,G,undefined,312,3,H,undefined,351,5,A,undefined,242,undefined,,,,,,undefined
421939894,0,5,F,1,7408,9,A,1,2828,2,D,1,2569,8,C,1,795,4,E,1,11090,2,D,1,2157,3,B,1,943,9,A,1,1159,8,C,1,896,4,E,1,1957,5,F,1,2354,2,D,1,1577,8,C,1,1255,3,B,1,681,5,F,1,1134,2,D,1,877,4,E,1,1705,3,B,1,916,5,F,1,1003,9,A,1,954,4,E,1,1387,3,B,1,4780,9,A,1,936,8,C,1,985,9,A,1,1049,3,B,1,1480,5,F,1,963,8,C,1,740,2,D,1,1970,4,E,1,1152,6,H,-2,6007,6,H,-3,6827,6,H,0,6201,6,H,3,7189,6,H,undefined,3127,2,B,0,5322,2,B,0,2877,2,B,-2,5597,2,B,1,2702,0,G,1,4484,0,G,1,4330,0,G,-3,5011,0,G,-1,1288,8,A,3,4135,8,A,3,2990,8,A,-4,2889,8,A,-3,1978,6,H,1,3553,2,B,-1,3435,0,G,-3,2639,8,A,3,2164,m,28,White,0,3,0,4
970987794,2,3,D,1,4748,2,B,1,3423,8,A,1,1799,1,C,1,2871,9,E,1,1429,5,F,1,1258,3,D,1,1269,1,C,1,2872,2,B,1,1194,5,F,1,1231,3,D,1,1058,9,E,1,1909,2,B,1,1121,5,F,1,1354,8,A,1,1059,9,E,1,912,2,B,1,3278,8,A,1,1206,1,C,1,1898,8,A,1,1158,2,B,1,1144,5,F,1,1157,1,C,1,924,3,D,1,972,9,E,1,912,5,F,1,997,8,A,1,1331,3,D,1,1207,1,C,1,1429,9,E,1,788,1,B,0,7385,1,B,0,8334,1,B,2,7877,1,B,2,6434,1,B,undefined,5843,7,A,2,5423,7,A,0,6682,7,A,1,4228,7,A,1,4587,5,H,-2,5856,5,H,-2,3908,5,H,3,4795,5,H,3,2380,3,G,-4,5300,3,G,-4,2834,3,G,undefined,815,3,G,4,3612,1,B,0,4572,7,A,0,2317,5,H,-2,2539,3,G,-3,2380,f,41,white,6,3,2,4
459583484,2,7,C,1,5332,3,D,1,1869,5,E,1,2174,2,F,1,1055,8,A,1,1301,3,D,0,3555,7,C,1,1357,5,E,1,1253,3,D,1,989,6,B,1,1735,8,A,1,5636,7,C,1,1524,5,E,1,1277,2,F,1,1293,3,D,1,1444,7,C,1,4884,6,B,1,1812,2,F,1,1837,3,D,1,1292,5,E,1,5628,6,B,1,2461,2,F,1,1605,8,A,0,7821,5,E,1,2485,6,B,1,965,8,A,1,733,7,C,1,885,8,A,1,685,6,B,1,773,2,F,1,9044,7,A,5,5888,7,A,5,6030,7,A,-3,8239,7,A,-3,7823,7,A,undefined,2480,5,B,-3,5400,5,B,-3,4246,5,B,5,6951,5,B,5,2872,3,G,-2,5495,3,G,-4,3695,3,G,3,4319,3,G,2,2704,0,H,-5,3520,0,H,-5,3448,0,H,5,3648,0,H,5,3775,7,A,5,4247,5,B,3,4047,3,G,4,3632,0,H,3,5533,m,25,white,1,2,1,1
598294331,1,7,E,1,1899,2,B,1,1333,6,A,1,1955,5,C,1,1996,6,A,1,1199,2,B,1,1117,4,F,1,1573,5,C,1,2042,8,D,1,1380,7,E,1,2155,4,F,1,3533,6,A,1,1091,8,D,1,2009,5,C,1,1133,7,E,1,1868,8,D,1,1446,2,B,1,1504,6,A,1,1400,5,C,1,1045,7,E,1,2043,4,F,1,1226,8,D,1,1151,5,C,1,1234,2,B,1,1313,4,F,1,1385,8,D,1,1017,7,E,1,1247,2,B,1,1070,4,F,1,1602,6,A,1,1022,8,H,-1,9580,8,H,-4,11017,8,H,0,8537,8,H,3,13850,8,H,undefined,2366,1,B,0,6180,1,B,-1,5268,1,B,-3,40597,1,B,1,3595,5,A,-2,8073,5,A,-1,8501,5,A,-2,3238,5,A,2,2097,2,G,0,7780,2,G,-1,19329,2,G,0,3686,2,G,2,2788,8,H,5,4727,1,B,5,3781,5,A,5,2458,2,G,5,2577,f,28,white,2,4,2,3
294106994,2,9,A,1,14138,8,E,0,6934,3,B,0,1623,9,A,1,696,2,C,0,823,9,A,1,824,3,B,0,19618,4,F,1,1960,2,C,1,2263,7,D,0,1064,8,E,1,1070,4,F,1,1111,9,A,1,975,7,D,1,3088,2,C,1,1471,8,E,1,8296,7,D,1,2936,3,B,1,1768,9,A,1,1400,2,C,1,1375,8,E,1,1271,4,F,1,13416,7,D,1,4687,2,C,1,1575,3,B,1,1647,4,F,1,960,7,D,1,1329,8,E,1,1192,3,B,1,1839,4,F,1,1232,0,H,-2,6976,0,H,2,8903,0,H,2,8983,0,H,3,7151,0,H,undefined,4872,2,B,3,8144,2,B,4,9743,2,B,2,6946,2,B,3,2632,8,A,4,5719,8,A,4,3041,8,A,3,4672,8,A,3,2536,5,G,1,5255,5,G,2,7224,5,G,4,2704,5,G,4,1839,0,H,5,4855,2,B,5,4473,8,A,5,2519,5,G,5,2527,f,23,white,7,3,1,6
109156576,1,1,F,1,3807,5,D,0,2101,2,C,1,1766,8,B,1,1337,1,F,1,1177,5,D,1,1353,7,E,1,1622,8,B,1,1108,1,F,1,1330,3,A,1,1255,7,E,1,1692,8,B,1,2483,3,A,1,991,2,C,1,2284,3,A,1,1082,8,B,1,1418,1,F,1,1132,2,C,1,1210,5,D,1,1239,7,E,1,1546,1,F,1,1695,3,A,1,2005,5,D,1,1081,2,C,1,1131,7,E,1,1381,5,D,1,1019,8,B,1,1405,3,A,1,1548,2,C,1,1460,7,E,1,1773,3,H,-5,7794,3,H,-5,12896,3,H,5,5577,3,H,5,3859,3,H,undefined,2514,5,G,-2,13131,5,G,-5,5970,5,G,5,10229,5,G,undefined,12,7,B,2,17481,7,B,-5,16897,7,B,5,2920,7,B,5,1686,2,A,-4,13579,2,A,-5,8929,2,A,5,8640,2,A,5,3568,3,H,-5,4563,5,G,-5,2498,7,B,-5,1948,2,A,-5,2254,m,32,white/american,8,2,4,2
425817410,0,7,D,1,10685,2,B,0,17435,3,A,1,3791,9,C,0,1407,1,E,0,1918,6,F,0,1008,7,D,0,1871,9,C,1,1168,2,B,0,1881,6,F,1,2485,7,D,1,3906,1,E,1,828,2,B,1,925,6,F,1,750,3,A,1,1111,1,E,1,1334,2,B,0,1166,3,A,1,1480,9,C,1,3313,3,A,1,1119,2,B,1,1140,6,F,1,1376,9,C,1,1179,7,D,1,1750,1,E,1,976,6,F,1,1529,3,A,1,781,7,D,1,1288,9,C,1,807,1,E,1,2050,2,A,-2,11025,2,A,-4,5288,2,A,2,6451,2,A,4,4632,2,A,undefined,2328,3,H,-5,6451,3,H,-5,5969,3,H,4,5323,3,H,5,3243,4,G,-1,9205,4,G,-2,4413,4,G,1,3514,4,G,3,2700,1,B,-1,15839,1,B,-1,3122,1,B,1,2828,1,B,3,1825,2,A,-4,8129,3,H,-5,2668,4,G,-4,3644,1,B,-2,6146,m,33,European American,3,1,1,6
909997070,0,9,F,1,6460,5,D,1,1750,1,C,1,1659,7,B,1,8383,9,F,0,889,5,D,1,3028,2,E,1,6729,7,B,1,7479,9,F,1,6080,6,A,1,4939,2,E,1,3789,7,B,1,5579,6,A,1,2761,1,C,1,5386,6,A,1,3413,7,B,1,2969,9,F,1,2896,1,C,1,3064,5,D,1,2581,2,E,1,2420,9,F,1,3753,6,A,1,3615,5,D,1,2429,1,C,1,3034,2,E,1,2083,5,D,1,10788,7,B,1,2557,6,A,1,4444,1,C,1,1831,2,E,1,2051,5,A,2,16597,5,A,2,12062,5,A,1,17503,5,A,3,6675,5,A,undefined,6590,3,H,-2,15320,3,H,-3,5516,3,H,-2,4278,3,H,-4,1979,7,G,3,8825,7,G,1,3315,7,G,0,5265,7,G,-2,4079,6,B,-1,12688,6,B,-1,4993,6,B,0,5392,6,B,2,1640,5,A,5,10001,3,H,5,5160,7,G,5,5639,6,B,5,5402,m,32,White,4,3,4,5
271935004,1,3,E,1,3123,4,B,1,2125,2,A,1,1895,1,C,1,1158,2,A,1,1216,4,B,1,1448,6,F,1,975,1,C,1,1151,7,D,1,1038,3,E,1,21568,6,F,1,1415,2,A,1,783,7,D,1,1528,1,C,1,912,3,E,1,1255,7,D,1,815,4,B,1,1679,2,A,1,1991,1,C,1,1303,3,E,1,1583,6,F,1,1975,7,D,1,1287,1,C,1,1247,4,B,1,911,6,F,1,1161,7,D,1,800,3,E,1,944,4,B,0,616,6,F,1,1064,2,A,1,1288,3,B,-4,4168,3,B,-3,5998,3,B,-3,5239,3,B,-3,4519,3,B,undefined,3567,7,H,-1,4671,7,H,-2,4008,7,H,-2,1184,7,H,-3,2679,8,G,0,4663,8,G,-1,3352,8,G,-1,1256,8,G,-2,1448,1,A,2,4527,1,A,2,2800,1,A,2,1120,1,A,2,4135,3,B,-4,4832,7,H,-4,2833,8,G,undefined,2112,1,A,0,9896,f,30,black,6,2,3,3
