198400113,,2,undefined,4,0,5,4,5,-3,4,5,-2,-2,-3,-2,0,2,2,2,2,0,undefined
922537279,,5,5,-5,-5,5,-5,-5,5,5,5,5,5,-5,-5,5,-5,-5,5,-5,5,0
645531575,,5,3,-1,-1,1,5,5,1,-1,2,3,2,-1,-1,1,0,-1,-2,-2,-2,undefined
757619666,,4,5,-4,2,5,-1,-2,1,-5,1,-1,-2,2,-3,2,2,3,0,-1,-5,undefined
884933887,,3,2,0,2,5,3,3,-1,3,5,3,3,-3,3,5,-2,-5,3,0,5,undefined
653831514,,1,2,1,-2,2,1,-3,3,-2,-3,-3,-2,2,-3,-3,2,1,2,1,-3,undefined
363976572,,4,4,-1,2,1,3,3,-2,1,1,-4,-4,4,-3,-4,-3,-2,3,-2,-4,undefined
670245728,,0,-2,3,-3,-1,-2,-2,2,-3,0,-1,-4,3,-4,-2,-3,-2,3,-4,-2,undefined
353687284,,3,0,2,1,-1,3,2,1,2,2,2,-1,1,2,2,4,3,1,1,4,undefined
577423533,,2,1,-2,-2,5,3,2,-4,0,4,-2,-2,2,-3,3,1,2,-2,0,-5,undefined
444908786,,-2,-3,2,-2,1,3,1,-1,0,-3,2,3,0,-1,-5,-3,-4,-3,-1,-4,undefined
630234330,,1,0,-3,3,3,1,0,-3,3,4,1,0,-3,3,4,2,1,-3,3,4,undefined
615619608,,3,2,2,3,0,1,1,2,2,1,1,-1,2,2,2,2,3,2,3,2,3
876755285,,-2,-3,2,-1,3,-3,-4,3,-2,1,2,-3,-1,-1,2,1,-2,-1,-1,1,undefined
766943511,,-3,-3,3,-2,-1,-2,-5,3,-3,-4,0,0,1,0,-3,-1,-3,3,-3,0,undefined
307074719,,-2,0,1,2,1,2,0,1,0,1,1,2,1,-1,-1,0,1,-1,2,0,1
624210180,,2,-1,0,-1,2,-2,-1,1,-3,1,-1,-2,-2,-2,1,-3,-2,2,-2,0,undefined
918084156,,-4,-4,-4,-4,5,-4,-4,-4,-4,5,-3,-4,-4,-4,5,-4,-3,4,-4,5,undefined
941983970,,-4,-4,4,-4,-5,-3,-3,3,-3,-5,-3,-3,3,-4,-5,-4,-4,4,-4,-5,undefined
668980716,,-2,-4,4,2,-2,-4,-2,5,-2,-4,-2,-4,2,-1,2,1,-2,2,-1,-3,undefined
703494980,,-1,4,2,-5,4,3,-2,0,3,2,-2,0,3,-2,-1,-1,3,2,-4,0,undefined
298766556,,-2,-2,1,3,-1,-5,-5,5,-3,2,3,2,3,3,-2,3,2,2,3,-2,undefined
602979687,,-2,-2,3,-2,-2,1,1,2,-2,0,3,1,1,-2,2,1,0,2,-2,-2,undefined
194909247,,-1,-1,3,-5,-5,1,1,3,-5,-5,2,1,3,-5,-5,2,2,3,-5,-5,undefined
787107200,,4,3,-2,-3,5,4,3,-3,-2,5,-1,-4,3,-4,5,5,3,-5,-5,5,undefined
120820000,,-2,-1,1,-1,-1,-3,-4,2,-2,1,-2,-3,1,-1,2,-3,-5,3,-4,-1,undefined
583770405,,2,1,1,0,-4,2,2,-2,-2,-4,-1,-1,undefined,-1,-4,-1,-1,-1,-1,-4,undefined
303846016,,-2,-2,-2,-4,3,3,3,-3,-3,3,3,3,3,0,-5,-4,-4,-2,-3,-5,undefined
405382854,,-3,-5,5,-5,3,undefined,4,-5,5,4,3,-5,5,-5,-5,4,3,3,5,5,undefined
269591534,,4,1,3,2,5,3,0,4,3,5,4,0,2,2,5,0,0,3,2,5,undefined
282456600,,-3,-3,3,-3,-3,3,3,0,-1,3,-4,-4,2,-3,-4,-2,1,0,-3,2,undefined
504560618,,1,-1,0,-1,3,1,0,-1,0,3,2,0,0,1,1,1,0,-2,-1,3,undefined
605466292,,0,-1,1,1,-2,-3,-4,3,-3,-3,-4,-5,4,-5,-2,0,-1,1,-2,-2,undefined
776853906,,-2,-4,3,-2,3,1,-1,2,-1,2,1,-3,2,-1,1,-1,-2,2,-2,1,undefined
472137105,,1,0,0,-1,3,-1,-1,-1,-4,3,0,0,0,-1,1,-3,-3,3,-4,2,undefined
443580190,,-1,-3,3,-5,-3,2,0,1,-5,1,-2,-2,-1,-5,-5,1,1,-2,-5,-1,undefined
284905079,,3,undefined,1,-2,-4,-3,-1,3,-4,-4,-2,-2,2,-4,-4,0,1,-1,-3,-4,undefined
305375026,,2,1,1,-3,0,-2,-3,3,-4,0,-3,-4,2,-4,0,-2,-4,2,-4,0,undefined
528148617,,-1,-5,3,-3,4,-5,-5,5,-5,4,-3,-5,4,-3,4,1,-4,3,-1,4,undefined
148383953,,4,4,1,1,2,1,4,1,1,-4,4,4,1,2,2,-1,3,3,-3,-4,undefined
921299663,,-4,-5,1,-3,-5,-2,-1,1,-2,-5,2,-1,1,-1,-5,0,-2,1,-2,-5,undefined
298535413,,2,-4,2,-2,1,0,0,0,0,1,-5,-5,undefined,-5,-2,2,0,2,0,0,undefined
444403637,,-1,-2,4,-4,5,-2,-3,3,-4,5,-1,-3,4,-3,3,-1,-4,3,-3,3,undefined
347658547,,2,1,1,1,1,-1,-1,-1,-1,undefined,3,3,-3,1,3,-1,-3,-2,-5,-4,undefined
710695287,,0,-2,2,-2,0,-1,-4,3,-3,-2,-2,-4,2,-3,-3,0,-2,2,-2,-1,undefined
368474996,,1,2,2,-5,4,3,2,-2,-3,4,3,3,1,-3,4,1,1,-1,-3,4,undefined
131772768,,3,3,-3,-1,3,-3,-3,-3,-5,-2,2,1,2,-1,2,1,0,1,-2,-2,undefined
968691524,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,undefined
350783543,,1,1,2,-2,5,-5,-5,5,-5,5,2,2,2,-2,5,0,-1,1,-1,5,undefined
937864017,,1,0,0,0,-1,4,3,0,3,1,-3,-4,3,-3,-4,0,0,2,0,-4,undefined
705766082,,-3,-5,4,-3,4,-5,-5,4,-5,4,0,-5,3,-5,2,0,-5,-4,-4,3,undefined
548041971,,-2,-1,3,0,5,3,0,2,0,5,0,0,1,0,5,0,0,2,0,5,undefined
705735624,,-3,-5,5,-5,-5,1,-4,4,-5,-5,3,-4,2,-5,-3,-4,-5,4,-5,-5,undefined
507113607,,5,3,-1,-5,5,1,0,1,-5,5,-1,-5,3,-5,5,-3,-3,2,-5,5,undefined
423883621,,2,0,0,-3,3,undefined,0,-1,1,-3,-2,-5,4,-1,-3,0,-1,-1,1,-3,undefined
755873530,,-2,-2,-4,-2,-4,-2,-3,-4,-3,-4,-2,-2,-2,-3,-3,-3,-3,-4,-4,-5,undefined
172770978,,3,4,-1,-2,4,-5,-5,4,-5,-4,-2,-5,3,-3,5,-1,1,2,1,2,undefined
128007350,,3,3,-2,2,1,-3,-1,1,3,1,-4,-3,2,-1,-3,-2,-2,-1,1,-2,undefined
175870494,,-1,-3,4,-5,5,-4,-3,5,-5,5,0,-1,5,-5,1,-5,-5,5,-5,4,undefined
381578016,,1,-4,-2,0,2,-1,-2,-4,-2,undefined,-1,-4,-2,-2,0,2,1,-1,0,1,undefined
226458988,,3,2,3,1,2,-2,-3,-2,1,2,-1,-3,2,-1,-1,2,1,2,1,2,undefined
568777166,,-2,-3,1,-2,2,-2,-2,2,-2,2,-2,-2,1,-2,-2,-3,-2,2,-2,-3,undefined
383646767,,1,-2,1,0,1,-3,-4,3,-2,2,-3,-4,4,-2,1,1,-1,-1,1,undefined,undefined
197272610,,-3,-5,5,-5,-5,-3,-4,5,-5,-5,-1,-1,2,-1,-5,-2,undefined,3,-1,-5,undefined
533948666,,2,2,-2,0,1,2,2,-2,0,2,-2,1,-1,0,-1,1,1,-1,0,-1,undefined
145543607,,5,-3,5,-5,3,-2,-5,5,-5,3,1,-3,3,-5,3,-3,-3,3,-5,3,undefined
200593234,,2,2,-2,3,0,3,2,-3,4,0,1,0,-1,3,0,1,0,-3,undefined,0,undefined
358361101,,-2,-2,3,-3,-3,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,undefined
142176728,,3,2,-2,3,-3,-3,-1,-1,3,1,-2,-2,-1,3,3,-1,-1,-1,2,2,undefined
919734251,,-3,-5,4,-5,undefined,-1,-2,-1,-4,3,-3,-3,1,-3,-5,-1,-4,3,-5,-5,undefined
907705716,,3,2,-1,2,5,4,5,-1,4,5,1,-1,1,2,5,-4,-3,4,2,5,undefined
926716268,,2,-2,2,-2,2,2,-2,1,-3,3,-2,-4,2,-3,-2,-4,-5,-3,-4,3,undefined
245015687,,3,-2,1,2,2,4,1,3,-3,2,-1,-3,2,-3,-2,4,1,1,2,4,undefined
957440570,,0,-3,-1,-2,-4,2,-1,0,-1,-2,2,-1,0,-1,-2,2,-1,0,-1,-1,undefined
220967767,,1,-4,4,-5,1,-3,-4,5,-5,0,3,0,5,-5,-2,-3,-4,5,-5,2,undefined
654867084,,2,-1,1,-2,-3,4,3,-4,2,1,2,1,-1,-3,-3,3,1,-3,2,-1,undefined
911422875,,-2,-2,1,-5,5,5,3,-5,-5,5,2,1,0,-5,5,-3,-3,0,-5,5,undefined
124392703,,-5,-5,-2,-4,5,2,-1,1,-4,5,4,3,-3,-4,5,3,2,-1,-4,5,undefined
827708835,,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,undefined
830728892,,3,1,-1,1,5,-2,-5,2,1,undefined,-3,-5,-3,-3,5,1,1,1,1,5,undefined
379390095,,2,3,1,0,-2,3,4,1,0,-3,-3,-4,3,-4,-3,-2,-2,3,-4,2,undefined
581159703,,-2,-5,undefined,-5,5,3,2,2,-5,5,1,-1,3,-5,5,3,1,2,-5,5,undefined
120269363,,1,1,-2,-2,2,-4,-4,3,-4,2,2,1,2,-1,-2,-4,-4,4,-4,-2,undefined
880823010,,2,3,-5,3,5,3,3,-5,3,5,5,3,-5,2,5,3,4,-5,3,5,undefined
931832678,,3,-2,-1,-1,0,1,-1,-2,-2,-1,-4,-5,5,-5,0,-2,-5,3,-4,0,undefined
610480858,,-1,1,1,3,-1,-2,-2,2,3,-3,4,4,-4,4,4,4,3,-4,4,3,undefined
285479167,,1,1,0,0,4,1,1,0,0,4,-1,-1,-1,0,4,2,2,0,0,4,undefined
158181095,,-1,-2,4,-4,-3,0,1,1,0,3,-3,-5,3,-4,-3,-1,-2,2,2,-3,undefined
651289367,,2,3,2,2,4,-2,-1,-2,undefined,2,-2,-4,4,-3,-4,-2,-5,3,-3,0,undefined
482318989,,-4,-4,4,-3,4,-4,-3,3,-1,3,-4,-3,3,-3,-4,-2,-3,2,-2,4,undefined
163228322,,-3,-5,4,-4,5,-3,-3,3,-3,5,-2,-1,2,-3,3,-1,1,2,-3,-1,undefined
739792418,,3,1,0,3,4,-1,-3,1,1,1,1,-3,-1,1,1,2,-3,0,2,3,undefined
245547307,,-4,-5,4,-5,-5,3,1,-1,1,1,-3,-3,3,-3,-2,-1,1,0,2,2,undefined
378567928,,-2,0,-1,0,-2,-1,-1,-1,-2,-1,1,-1,-2,2,-1,2,1,-1,2,-1,0
440751520,,1,1,-1,-1,1,1,2,1,-1,0,-2,undefined,2,-2,-1,3,2,-1,-1,0,undefined
894250228,,-2,-4,5,-5,5,0,-3,5,0,5,4,2,3,2,5,-5,-5,5,-5,0,undefined
281820462,,-2,-3,3,0,-2,-3,-3,3,-1,-3,-4,-4,4,-1,-5,4,5,-4,4,4,undefined
162178724,,-1,-1,2,-1,-1,-3,-3,2,-2,1,2,-1,1,0,1,3,0,2,-1,1,undefined
406824961,,0,-1,-2,2,5,4,0,5,5,5,-4,-5,5,-5,5,-5,-5,5,5,5,undefined
195749425,,4,5,-5,4,2,2,1,0,3,-5,0,-1,1,-2,-3,-3,-5,3,-5,-5,undefined
627058777,,3,2,-2,1,4,-2,-3,3,-2,3,3,1,-1,0,2,-2,-4,-3,-2,3,undefined
918775758,,0,0,0,0,-3,-3,0,0,0,-2,-1,0,0,-1,0,-1,-1,-1,-1,0,undefined
677610970,,-1,-1,0,-5,-5,1,1,0,-5,1,-3,-3,0,-5,-5,-3,-3,0,-5,-5,undefined
701267435,,-3,-3,3,-5,-2,2,2,0,-1,0,-4,-4,4,-5,-4,2,0,1,-3,-2,undefined
491224313,,4,3,-3,4,3,2,3,-1,2,2,0,1,-1,2,-1,-2,-3,2,1,1,undefined
863338083,,-4,-4,-2,-5,0,-2,-5,0,-3,2,-3,-5,-2,-5,-5,-1,-5,0,-3,2,undefined
940282463,,-3,-1,2,1,1,-2,-1,2,1,2,-1,-1,2,1,1,-3,-1,1,1,1,undefined
892855113,,0,0,-1,0,3,2,2,-1,1,3,0,0,1,0,-3,3,2,-1,2,3,undefined
957441305,,-4,0,4,0,0,-2,2,4,0,1,-4,0,4,0,-4,-3,0,4,0,-3,undefined
518385971,,3,2,-3,2,5,-2,-2,2,-4,5,-3,-3,-3,-3,-5,3,2,-2,1,-5,undefined
709277746,,0,0,-1,-5,5,0,0,-1,-5,2,-1,0,0,-5,-4,1,1,1,-5,-5,undefined
440830666,,3,3,0,-5,2,0,1,2,-5,1,-1,-2,3,-5,0,-3,4,2,-5,0,undefined
541576083,,3,3,2,1,3,2,1,0,0,3,1,0,-1,-2,3,3,2,2,1,3,undefined
259016365,,2,0,1,0,-1,-1,1,0,-1,-1,3,1,0,1,3,1,0,1,0,-1,undefined
364766024,,2,1,1,3,1,-2,-3,2,3,-3,5,2,2,3,-3,0,-1,3,2,-4,undefined
280676583,,2,2,0,3,2,-3,-2,2,-2,2,-2,-4,3,-1,-2,1,2,-2,2,3,undefined
156402597,,-2,-2,-2,-3,5,-1,0,-1,-2,4,1,0,1,0,-3,-4,-3,-4,-4,-4,undefined
334499591,,-4,-2,3,-2,5,2,2,-1,1,2,-2,-3,3,-2,-5,0,2,-1,-1,-5,undefined
518326180,,-4,undefined,-4,undefined,5,4,3,-3,1,3,-2,-3,3,-4,5,1,1,-2,0,1,undefined
467084771,,2,1,2,1,3,2,1,2,0,4,3,3,-2,2,-1,4,3,-1,2,-1,undefined
592957040,,1,-4,-3,-1,4,-5,-5,5,-5,3,-5,-5,-5,-5,1,3,-3,-1,2,1,undefined
234343985,,2,1,1,-2,5,3,-3,1,-4,5,2,-2,2,-3,-1,-4,-3,3,-2,-1,undefined
506598032,,-2,-2,-3,-2,-3,-3,-2,-2,-3,-3,-2,-1,2,-2,-4,1,0,-1,-1,-4,undefined
306863475,,-5,-5,5,0,1,-5,-5,5,0,1,0,-5,5,0,0,-5,-5,5,-5,0,undefined
284295449,,-2,-2,3,-3,-2,-1,-2,-2,-2,0,-1,-1,-1,-2,-1,-1,-2,2,-2,0,undefined
495774014,,1,-4,0,0,1,-1,-4,0,0,1,2,-4,0,0,-1,1,-4,0,0,-3,undefined
